mask_rectangle,30,0.779271
mask_triangle,30,0.903342
mask_random_squares_small,30,0.525976
mask_random_squares_large,30,0.663495
mask_organic,30,0.666927
mask_circle,30,0.898941
mask_columns,30,0.937411
mask_ellipse,30,0.884049
mask_rows,30,1
mask_rows,10,0.899728
mask_rows,50,0.996241
mask_rows,70,0.906812
mask_rows,90,1
mask_columns,90,0.979563
mask_columns,70,1
mask_columns,50,1
mask_columns,10,1
mask_rectangle,10,0.824826
mask_rectangle,50,0.818555
mask_rectangle,70,0.997159
mask_rectangle,90,0.949925
mask_triangle,90,0.977611
mask_triangle,70,0.966951
mask_triangle,50,0.948927
mask_circle,10,0.80582
mask_circle,50,0.94198
mask_circle,70,0.971227
mask_circle,90,0.979321
mask_ellipse,90,0.96479
mask_ellipse,70,0.927091
mask_ellipse,50,0.917489
mask_ellipse,10,0.76132
mask_random_squares_small,10,0.396293
mask_random_squares_small,50,0.640544
mask_random_squares_small,70,0.796323
mask_random_squares_small,90,0.962022
mask_random_squares_large,90,0.92555
mask_random_squares_large,70,0.792883
mask_random_squares_large,50,0.703942
mask_random_squares_large,10,0.599019
mask_organic,10,0.454357
mask_organic,50,0.831437
mask_organic,70,0.892147
mask_organic,90,0.94288
mask_triangle,10,0.904673